# SignalP-5.0	Organism: Eukarya	Timestamp: 20260617193323
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
ENST00000465682.5	OTHER	0.003635	0.996365	
ENST00000467101.5	OTHER	0.002521	0.997479	
ENST00000467525.5	OTHER	0.002347	0.997653	
ENST00000467786.1	OTHER	0.003862	0.996138	
ENST00000468206.6	OTHER	0.003862	0.996138	
ENST00000468466.1	OTHER	0.000866	0.999134	
ENST00000468727.5	OTHER	0.000832	0.999168	
ENST00000469144.5	OTHER	0.003421	0.996579	
ENST00000469902.6	OTHER	0.000580	0.999420	
ENST00000470080.5	OTHER	0.010225	0.989775	
ENST00000471651.1	OTHER	0.005627	0.994373	
ENST00000471683.6	OTHER	0.000819	0.999181	
ENST00000471742.5	OTHER	0.000997	0.999003	
ENST00000471840.5	OTHER	0.001884	0.998116	
ENST00000471912.1	OTHER	0.015165	0.984835	
ENST00000472158.5	OTHER	0.000633	0.999367	
ENST00000472750.5	OTHER	0.002558	0.997442	
ENST00000472796.2	OTHER	0.001488	0.998512	
ENST00000473262.5	OTHER	0.002324	0.997676	
ENST00000473553.5	OTHER	0.001628	0.998372	
ENST00000473968.7	OTHER	0.002326	0.997674	
ENST00000474617.1	OTHER	0.000494	0.999506	
ENST00000474754.1	OTHER	0.010225	0.989775	
ENST00000474851.1	OTHER	0.005046	0.994954	
ENST00000475243.6	OTHER	0.000904	0.999096	
ENST00000475994.1	OTHER	0.002460	0.997540	
ENST00000476133.6	OTHER	0.000169	0.999831	
ENST00000476243.5	OTHER	0.004182	0.995818	
ENST00000476287.4	OTHER	0.009382	0.990618	
ENST00000477663.6	OTHER	0.002326	0.997674	
ENST00000477775.5	OTHER	0.000849	0.999151	
ENST00000477833.5	OTHER	0.004385	0.995615	
ENST00000479184.2	OTHER	0.001480	0.998520	
ENST00000479373.1	OTHER	0.002497	0.997503	
ENST00000479475.1	OTHER	0.001913	0.998087	
ENST00000479502.2	OTHER	0.002326	0.997674	
ENST00000479826.1	OTHER	0.002374	0.997626	
ENST00000481238.1	SP(Sec/SPI)	0.955163	0.044837	CS pos: 29-30. AQG-LY. Pr: 0.8996
ENST00000481885.5	OTHER	0.005627	0.994373	
ENST00000482804.1	OTHER	0.000771	0.999229	
ENST00000482983.1	OTHER	0.027733	0.972267	
ENST00000483251.1	OTHER	0.000581	0.999419	
ENST00000483871.6	OTHER	0.000687	0.999313	
ENST00000484475.5	OTHER	0.002472	0.997528	
ENST00000485560.5	OTHER	0.000386	0.999614	
ENST00000485649.3	OTHER	0.003990	0.996010	
ENST00000485816.5	SP(Sec/SPI)	0.981959	0.018041	CS pos: 28-29. TTA-EK. Pr: 0.8365
ENST00000486319.5	OTHER	0.001521	0.998479	
ENST00000486996.5	OTHER	0.001466	0.998534	
ENST00000488727.5	OTHER	0.000210	0.999790	
ENST00000490035.7	SP(Sec/SPI)	0.885922	0.114078	CS pos: 31-32. VRS-VD. Pr: 0.6017
ENST00000490272.1	OTHER	0.003354	0.996646	
ENST00000490337.6	OTHER	0.001056	0.998944	
ENST00000490843.6	OTHER	0.001117	0.998883	
ENST00000491222.5	OTHER	0.000392	0.999608	
ENST00000491527.2	SP(Sec/SPI)	0.957376	0.042624	CS pos: 29-30. IWL-QP. Pr: 0.7447
ENST00000491950.5	OTHER	0.001569	0.998431	
ENST00000493039.5	OTHER	0.003529	0.996471	
ENST00000493109.2	OTHER	0.019697	0.980303	
ENST00000493409.5	OTHER	0.001241	0.998759	
ENST00000493603.5	OTHER	0.002157	0.997843	
ENST00000494073.5	OTHER	0.001911	0.998089	
ENST00000494279.2	OTHER	0.003096	0.996904	
ENST00000494586.5	OTHER	0.001241	0.998759	
ENST00000494857.6	OTHER	0.004065	0.995935	
ENST00000495160.2	OTHER	0.003092	0.996908	
ENST00000495373.5	OTHER	0.000907	0.999093	
ENST00000495954.5	OTHER	0.002468	0.997532	
ENST00000496106.5	OTHER	0.039782	0.960218	
ENST00000496503.5	OTHER	0.001347	0.998653	
ENST00000498301.1	OTHER	0.006091	0.993909	
ENST00000498729.9	OTHER	0.001384	0.998616	
ENST00000502254.5	OTHER	0.000276	0.999724	
ENST00000502556.5	OTHER	0.019606	0.980394	
ENST00000503556.5	OTHER	0.000353	0.999647	
ENST00000503669.1	OTHER	0.002015	0.997985	
ENST00000504296.1	OTHER	0.001223	0.998777	
ENST00000504800.5	OTHER	0.019606	0.980394	
ENST00000505695.5	OTHER	0.000640	0.999360	
ENST00000506557.5	OTHER	0.001478	0.998522	
ENST00000506810.1	OTHER	0.028584	0.971416	
ENST00000506939.6	SP(Sec/SPI)	0.954788	0.045212	CS pos: 27-28. VGS-GQ. Pr: 0.5344
ENST00000507355.5	OTHER	0.001521	0.998479	
ENST00000508342.5	OTHER	0.000554	0.999446	
ENST00000508357.5	OTHER	0.006588	0.993412	
ENST00000508956.5	OTHER	0.002554	0.997446	
ENST00000509094.5	OTHER	0.001982	0.998018	
ENST00000509549.5	OTHER	0.000619	0.999381	
ENST00000510188.1	OTHER	0.001379	0.998621	
ENST00000510335.5	OTHER	0.001502	0.998498	
ENST00000510533.5	OTHER	0.000428	0.999572	
ENST00000510784.8	OTHER	0.000761	0.999239	
ENST00000511633.5	OTHER	0.000428	0.999572	
ENST00000511733.1	OTHER	0.000299	0.999701	
ENST00000512123.4	SP(Sec/SPI)	0.997415	0.002585	CS pos: 26-27. SEG-AC. Pr: 0.5310
ENST00000512140.5	OTHER	0.002571	0.997429	
ENST00000512339.5	OTHER	0.001982	0.998018	
ENST00000512982.4	OTHER	0.001379	0.998621	
ENST00000513159.5	OTHER	0.008603	0.991397	
ENST00000513200.7	OTHER	0.000506	0.999494	
ENST00000513438.1	OTHER	0.001763	0.998237	
ENST00000513449.6	OTHER	0.000504	0.999496	
ENST00000513506.6	OTHER	0.001521	0.998479	
ENST00000513610.6	OTHER	0.001061	0.998939	
ENST00000513882.5	OTHER	0.001715	0.998285	
ENST00000514152.5	OTHER	0.000719	0.999281	
ENST00000514213.7	OTHER	0.001977	0.998023	
ENST00000515010.5	OTHER	0.001379	0.998621	
ENST00000515600.1	OTHER	0.001982	0.998018	
ENST00000515606.1	SP(Sec/SPI)	0.994345	0.005655	CS pos: 18-19. AAA-RP. Pr: 0.5129
ENST00000515803.5	OTHER	0.000640	0.999360	
ENST00000517558.1	SP(Sec/SPI)	0.684090	0.315910	CS pos: 25-26. IDQ-NI. Pr: 0.2816
ENST00000517600.5	OTHER	0.000583	0.999417	
ENST00000518477.5	OTHER	0.019695	0.980305	
ENST00000519078.6	OTHER	0.000226	0.999774	
ENST00000519560.6	SP(Sec/SPI)	0.979523	0.020477	CS pos: 33-34. AVA-CP. Pr: 0.8496
ENST00000519584.5	OTHER	0.000955	0.999045	
ENST00000519602.6	OTHER	0.000605	0.999395	
ENST00000519850.5	OTHER	0.000749	0.999251	
ENST00000520221.5	OTHER	0.000605	0.999395	
ENST00000520241.5	OTHER	0.000482	0.999518	
ENST00000520305.5	OTHER	0.002506	0.997494	
ENST00000520337.1	OTHER	0.003275	0.996725	
ENST00000520467.5	SP(Sec/SPI)	0.978303	0.021697	CS pos: 31-32. AGA-VP. Pr: 0.4644
ENST00000520497.1	OTHER	0.000904	0.999096	
ENST00000520880.1	OTHER	0.006409	0.993591	
ENST00000521655.1	OTHER	0.001385	0.998615	
ENST00000521659.5	OTHER	0.002254	0.997746	
ENST00000521811.5	OTHER	0.000605	0.999395	
ENST00000522148.5	OTHER	0.000467	0.999533	
ENST00000522249.5	OTHER	0.000605	0.999395	
ENST00000522301.5	OTHER	0.000605	0.999395	
ENST00000522340.5	OTHER	0.000749	0.999251	
ENST00000522656.5	OTHER	0.004065	0.995935	
ENST00000522798.5	OTHER	0.000605	0.999395	
ENST00000523220.5	OTHER	0.001013	0.998987	
ENST00000523300.5	OTHER	0.000467	0.999533	
ENST00000523501.5	OTHER	0.000551	0.999449	
ENST00000523732.1	OTHER	0.003864	0.996136	
ENST00000523782.6	OTHER	0.000467	0.999533	
ENST00000524737.6	OTHER	0.000817	0.999183	
ENST00000524893.5	OTHER	0.001744	0.998256	
ENST00000525077.2	OTHER	0.000682	0.999318	
ENST00000525115.1	OTHER	0.003079	0.996921	
ENST00000525141.1	OTHER	0.000436	0.999564	
ENST00000525396.5	OTHER	0.003812	0.996188	
ENST00000525801.1	OTHER	0.025510	0.974490	
ENST00000525866.5	SP(Sec/SPI)	0.987644	0.012356	CS pos: 24-25. ATG-RL. Pr: 0.3754
ENST00000526145.6	OTHER	0.000575	0.999425	
ENST00000526189.3	SP(Sec/SPI)	0.995749	0.004251	CS pos: 29-30. AQA-IV. Pr: 0.9682
ENST00000526629.1	OTHER	0.000262	0.999738	
ENST00000526708.6	OTHER	0.001850	0.998150	
ENST00000526793.5	OTHER	0.001226	0.998774	
ENST00000526869.1	OTHER	0.008979	0.991021	
ENST00000526937.5	OTHER	0.000817	0.999183	
ENST00000526995.6	OTHER	0.001266	0.998734	
ENST00000527013.6	OTHER	0.000817	0.999183	
ENST00000527089.5	OTHER	0.000682	0.999318	
ENST00000527149.5	OTHER	0.000436	0.999564	
ENST00000527150.5	SP(Sec/SPI)	0.634583	0.365417	CS pos: 44-45. VRA-QT. Pr: 0.5712
ENST00000527300.5	OTHER	0.001807	0.998193	
ENST00000527411.5	OTHER	0.000834	0.999166	
ENST00000527525.5	OTHER	0.002346	0.997654	
ENST00000527730.1	OTHER	0.028327	0.971673	
ENST00000528438.5	OTHER	0.001841	0.998159	
ENST00000528477.1	OTHER	0.020165	0.979835	
ENST00000528542.6	OTHER	0.000682	0.999318	
ENST00000528697.6	SP(Sec/SPI)	0.634583	0.365417	CS pos: 44-45. VRA-QT. Pr: 0.5712
ENST00000528845.5	OTHER	0.008551	0.991449	
ENST00000528924.4	OTHER	0.019516	0.980484	
ENST00000529022.5	OTHER	0.028327	0.971673	
ENST00000529146.6	OTHER	0.002644	0.997356	
ENST00000529208.5	OTHER	0.000834	0.999166	
ENST00000530106.2	OTHER	0.000935	0.999065	
ENST00000530183.1	OTHER	0.000840	0.999160	
ENST00000530385.5	OTHER	0.001262	0.998738	
ENST00000530481.5	OTHER	0.000834	0.999166	
ENST00000530763.5	SP(Sec/SPI)	0.634583	0.365417	CS pos: 44-45. VRA-QT. Pr: 0.5712
ENST00000530854.1	OTHER	0.028327	0.971673	
ENST00000530915.1	OTHER	0.000326	0.999674	
ENST00000530962.5	OTHER	0.001772	0.998228	
ENST00000531205.5	OTHER	0.007279	0.992721	
ENST00000531316.1	OTHER	0.000406	0.999594	
ENST00000531387.5	OTHER	0.000863	0.999137	
ENST00000531482.2	OTHER	0.001226	0.998774	
ENST00000531544.5	OTHER	0.000501	0.999499	
ENST00000531833.1	OTHER	0.001068	0.998932	
ENST00000531837.2	OTHER	0.001226	0.998774	
ENST00000532309.5	OTHER	0.000501	0.999499	
ENST00000532449.6	OTHER	0.000817	0.999183	
ENST00000532643.5	OTHER	0.000523	0.999477	
ENST00000532662.1	OTHER	0.007190	0.992810	
ENST00000532663.1	OTHER	0.001061	0.998939	
ENST00000533095.2	OTHER	0.000541	0.999459	
ENST00000533265.5	SP(Sec/SPI)	0.987644	0.012356	CS pos: 24-25. ATG-RL. Pr: 0.3754
ENST00000533266.5	OTHER	0.009123	0.990877	
ENST00000533357.5	SP(Sec/SPI)	0.995749	0.004251	CS pos: 29-30. AQA-IV. Pr: 0.9682
ENST00000533361.1	OTHER	0.002346	0.997654	
ENST00000533852.7	OTHER	0.001295	0.998705	
ENST00000533999.5	OTHER	0.005017	0.994983	
ENST00000534070.5	OTHER	0.000817	0.999183	
ENST00000534093.5	OTHER	0.017716	0.982284	
ENST00000534187.6	OTHER	0.001744	0.998256	
ENST00000534313.6	OTHER	0.002346	0.997654	
ENST00000534520.6	OTHER	0.001295	0.998705	
ENST00000534632.5	OTHER	0.000514	0.999486	
ENST00000534751.3	OTHER	0.000760	0.999240	
ENST00000534842.1	OTHER	0.003351	0.996649	
ENST00000535549.5	OTHER	0.001001	0.998999	
ENST00000535559.5	OTHER	0.002061	0.997939	
ENST00000536235.5	OTHER	0.016528	0.983472	
ENST00000536531.5	OTHER	0.001489	0.998511	
ENST00000536845.7	SP(Sec/SPI)	0.996214	0.003786	CS pos: 20-21. LRA-VS. Pr: 0.6304
ENST00000537097.2	OTHER	0.001307	0.998693	
ENST00000537449.5	SP(Sec/SPI)	0.994963	0.005037	CS pos: 18-19. SDA-FS. Pr: 0.7813
ENST00000537664.5	OTHER	0.006438	0.993562	
ENST00000537898.5	OTHER	0.040262	0.959738	
ENST00000538035.6	OTHER	0.001199	0.998801	
ENST00000538142.5	OTHER	0.080240	0.919760	
ENST00000538274.6	OTHER	0.000917	0.999083	
ENST00000538396.5	OTHER	0.000514	0.999486	
ENST00000538695.2	SP(Sec/SPI)	0.994816	0.005184	CS pos: 23-24. VGA-QN. Pr: 0.8421
ENST00000538884.1	OTHER	0.125123	0.874877	
ENST00000538981.1	OTHER	0.034275	0.965725	
ENST00000539896.1	OTHER	0.000549	0.999451	
ENST00000540010.1	OTHER	0.005053	0.994947	
ENST00000540266.5	OTHER	0.080240	0.919760	
ENST00000540509.5	OTHER	0.000376	0.999624	
ENST00000541245.1	OTHER	0.001195	0.998805	
ENST00000541509.5	OTHER	0.001505	0.998495	
ENST00000541565.5	OTHER	0.040262	0.959738	
ENST00000541586.5	OTHER	0.000306	0.999694	
ENST00000542035.2	OTHER	0.002651	0.997349	
ENST00000542547.5	OTHER	0.000378	0.999622	
ENST00000542575.6	OTHER	0.003640	0.996360	
ENST00000542676.5	OTHER	0.000713	0.999287	
ENST00000542920.1	OTHER	0.000372	0.999628	
ENST00000543082.5	OTHER	0.001264	0.998736	
ENST00000543086.7	OTHER	0.001018	0.998982	
ENST00000543283.2	OTHER	0.001241	0.998759	
ENST00000543440.7	OTHER	0.001891	0.998109	
ENST00000544363.5	OTHER	0.000210	0.999790	
ENST00000544373.5	OTHER	0.001921	0.998079	
ENST00000545145.6	OTHER	0.000659	0.999341	
ENST00000545154.5	OTHER	0.002148	0.997852	
ENST00000545156.5	OTHER	0.001522	0.998478	
ENST00000545174.5	OTHER	0.000611	0.999389	
ENST00000545495.5	OTHER	0.001117	0.998883	
ENST00000546191.5	OTHER	0.000611	0.999389	
ENST00000546567.5	OTHER	0.002603	0.997397	
ENST00000546632.1	OTHER	0.007226	0.992774	
ENST00000546842.5	OTHER	0.029003	0.970997	
ENST00000547423.5	SP(Sec/SPI)	0.998806	0.001194	CS pos: 20-21. AWA-RR. Pr: 0.9753
ENST00000547545.1	OTHER	0.035549	0.964451	
ENST00000547844.1	OTHER	0.059311	0.940689	
ENST00000548360.1	SP(Sec/SPI)	0.998629	0.001371	CS pos: 20-21. AWA-RR. Pr: 0.9750
ENST00000548887.5	OTHER	0.012391	0.987609	
ENST00000549318.5	SP(Sec/SPI)	0.998628	0.001372	CS pos: 20-21. AWA-RR. Pr: 0.9750
ENST00000549832.1	OTHER	0.032415	0.967585	
ENST00000550763.1	OTHER	0.003353	0.996647	
ENST00000550770.1	OTHER	0.000267	0.999733	
ENST00000550869.5	OTHER	0.003678	0.996322	
ENST00000552255.5	OTHER	0.010791	0.989209	
ENST00000552590.6	OTHER	0.000239	0.999761	
ENST00000552912.5	OTHER	0.000317	0.999683	
ENST00000553200.1	OTHER	0.008101	0.991899	
ENST00000553310.6	OTHER	0.004840	0.995160	
ENST00000553481.1	OTHER	0.038808	0.961192	
ENST00000553810.5	OTHER	0.001451	0.998549	
ENST00000554276.1	SP(Sec/SPI)	0.986485	0.013515	CS pos: 18-19. GAS-LH. Pr: 0.5828
ENST00000554329.6	OTHER	0.001152	0.998848	
ENST00000554866.5	SP(Sec/SPI)	0.986485	0.013515	CS pos: 18-19. GAS-LH. Pr: 0.5828
ENST00000555336.6	OTHER	0.000861	0.999139	
ENST00000556141.1	OTHER	0.262452	0.737548	
ENST00000556154.5	SP(Sec/SPI)	0.958115	0.041885	CS pos: 42-43. AQA-QC. Pr: 0.4919
ENST00000556441.1	OTHER	0.001291	0.998709	
ENST00000556585.3	OTHER	0.002427	0.997573	
ENST00000556775.5	SP(Sec/SPI)	0.986485	0.013515	CS pos: 18-19. GAS-LH. Pr: 0.5828
ENST00000557088.6	SP(Sec/SPI)	0.992559	0.007441	CS pos: 25-26. AQA-QC. Pr: 0.4966
ENST00000557284.7	OTHER	0.000514	0.999486	
ENST00000558008.3	OTHER	0.000733	0.999267	
ENST00000558012.6	OTHER	0.000797	0.999203	
ENST00000558014.5	SP(Sec/SPI)	0.996214	0.003786	CS pos: 20-21. LRA-VS. Pr: 0.6304
ENST00000558022.5	OTHER	0.000918	0.999082	
ENST00000558466.5	OTHER	0.000902	0.999098	
ENST00000558544.5	OTHER	0.001186	0.998814	
ENST00000558767.6	OTHER	0.000918	0.999082	
ENST00000558857.5	OTHER	0.006926	0.993074	
ENST00000558910.3	OTHER	0.000321	0.999679	
ENST00000558937.1	OTHER	0.002748	0.997252	
ENST00000558961.1	OTHER	0.000420	0.999580	
ENST00000558984.1	SP(Sec/SPI)	0.984784	0.015216	CS pos: 24-25. SHA-SL. Pr: 0.8540
ENST00000559087.5	SP(Sec/SPI)	0.984784	0.015216	CS pos: 24-25. SHA-SL. Pr: 0.8540
ENST00000559161.5	OTHER	0.000797	0.999203	
ENST00000559295.5	OTHER	0.000797	0.999203	
ENST00000559314.5	OTHER	0.025996	0.974004	
ENST00000559324.1	SP(Sec/SPI)	0.978984	0.021016	CS pos: 38-39. ANA-FK. Pr: 0.5420
ENST00000559404.5	OTHER	0.001713	0.998287	
ENST00000559501.1	OTHER	0.002691	0.997309	
ENST00000559519.5	OTHER	0.001248	0.998752	
ENST00000559651.1	OTHER	0.001713	0.998287	
ENST00000559750.5	OTHER	0.000797	0.999203	
ENST00000559785.5	OTHER	0.006215	0.993785	
ENST00000559856.1	OTHER	0.000199	0.999801	
ENST00000559859.5	OTHER	0.000297	0.999703	
ENST00000559931.5	OTHER	0.003189	0.996811	
ENST00000560270.1	SP(Sec/SPI)	0.669197	0.330803	CS pos: 31-32. SLA-CN. Pr: 0.3930
ENST00000560448.5	OTHER	0.004145	0.995855	
ENST00000560471.5	OTHER	0.002478	0.997522	
ENST00000560540.5	OTHER	0.002478	0.997522	
ENST00000560615.6	OTHER	0.000246	0.999754	
ENST00000560734.5	OTHER	0.002478	0.997522	
ENST00000560748.5	OTHER	0.001713	0.998287	
ENST00000560913.1	OTHER	0.027693	0.972307	
ENST00000560979.1	OTHER	0.000781	0.999219	
ENST00000561013.3	OTHER	0.001167	0.998833	
ENST00000561212.5	OTHER	0.001497	0.998503	
ENST00000561278.1	OTHER	0.014739	0.985261	
ENST00000561421.6	OTHER	0.000918	0.999082	
ENST00000561437.1	OTHER	0.080788	0.919212	
ENST00000561648.5	OTHER	0.002065	0.997935	
ENST00000561817.5	OTHER	0.000391	0.999609	
ENST00000562188.7	OTHER	0.000676	0.999324	
ENST00000562220.2	SP(Sec/SPI)	0.954788	0.045212	CS pos: 27-28. VGS-GQ. Pr: 0.5344
ENST00000562373.1	OTHER	0.000837	0.999163	
ENST00000562520.1	OTHER	0.000727	0.999273	
ENST00000562698.5	OTHER	0.000964	0.999036	
ENST00000562744.1	OTHER	0.001394	0.998606	
ENST00000562871.5	OTHER	0.000727	0.999273	
ENST00000563069.5	OTHER	0.000964	0.999036	
ENST00000563119.5	OTHER	0.000964	0.999036	
ENST00000563137.7	OTHER	0.000532	0.999468	
ENST00000563405.1	OTHER	0.000474	0.999526	
ENST00000563551.1	OTHER	0.002328	0.997672	
ENST00000563599.5	OTHER	0.012687	0.987313	
ENST00000563969.5	OTHER	0.000772	0.999228	
ENST00000564039.1	OTHER	0.000225	0.999775	
ENST00000564082.1	OTHER	0.002651	0.997349	
ENST00000564275.5	OTHER	0.000359	0.999641	
ENST00000564536.2	OTHER	0.029565	0.970435	
ENST00000564887.5	OTHER	0.000782	0.999218	
ENST00000565726.3	OTHER	0.001252	0.998748	
ENST00000565899.1	OTHER	0.000772	0.999228	
ENST00000565908.6	OTHER	0.005882	0.994118	
ENST00000566194.5	OTHER	0.000964	0.999036	
ENST00000567169.5	OTHER	0.002061	0.997939	
ENST00000567328.6	OTHER	0.000917	0.999083	
ENST00000567719.2	OTHER	0.002536	0.997464	
ENST00000567938.1	OTHER	0.000772	0.999228	
ENST00000568077.5	OTHER	0.001672	0.998328	
ENST00000568085.5	OTHER	0.000359	0.999641	
ENST00000568364.6	OTHER	0.001343	0.998657	
ENST00000568621.1	OTHER	0.001518	0.998482	
ENST00000568656.5	OTHER	0.000422	0.999578	
ENST00000568830.1	OTHER	0.001937	0.998063	
ENST00000569136.6	OTHER	0.000391	0.999609	
ENST00000569322.1	OTHER	0.000607	0.999393	
ENST00000569524.5	OTHER	0.000964	0.999036	
ENST00000569842.5	OTHER	0.000422	0.999578	
ENST00000569863.5	OTHER	0.000782	0.999218	
ENST00000569875.5	OTHER	0.003547	0.996453	
ENST00000570143.5	OTHER	0.000964	0.999036	
ENST00000570287.6	OTHER	0.011520	0.988480	
ENST00000570353.5	SP(Sec/SPI)	0.996049	0.003951	CS pos: 29-30. GWA-LR. Pr: 0.9602
ENST00000570547.5	OTHER	0.000886	0.999114	
ENST00000571088.5	OTHER	0.002959	0.997041	
ENST00000571153.5	OTHER	0.003692	0.996308	
ENST00000571360.5	SP(Sec/SPI)	0.997591	0.002409	CS pos: 19-20. SSC-QN. Pr: 0.7656
ENST00000572048.1	OTHER	0.003987	0.996013	
ENST00000572262.5	OTHER	0.000886	0.999114	
ENST00000572647.5	OTHER	0.001163	0.998837	
ENST00000572705.2	OTHER	0.002959	0.997041	
ENST00000573478.5	OTHER	0.000390	0.999610	
ENST00000573759.1	OTHER	0.000953	0.999047	
ENST00000573763.1	OTHER	0.004084	0.995916	
ENST00000574099.1	OTHER	0.001100	0.998900	
ENST00000574539.5	OTHER	0.000886	0.999114	
ENST00000574902.5	OTHER	0.001118	0.998882	
ENST00000575061.2	OTHER	0.001793	0.998207	
ENST00000575314.5	OTHER	0.000886	0.999114	
ENST00000575729.5	OTHER	0.000886	0.999114	
ENST00000576152.1	OTHER	0.003692	0.996308	
ENST00000576416.5	OTHER	0.001118	0.998882	
ENST00000576570.5	OTHER	0.014603	0.985397	
ENST00000576830.5	OTHER	0.003692	0.996308	
ENST00000576863.1	OTHER	0.001118	0.998882	
ENST00000576988.1	OTHER	0.000953	0.999047	
ENST00000577495.5	OTHER	0.043724	0.956276	
ENST00000577949.6	OTHER	0.001116	0.998884	
ENST00000580062.5	OTHER	0.001116	0.998884	
ENST00000580127.6	OTHER	0.000229	0.999771	
ENST00000580445.5	OTHER	0.048076	0.951924	
ENST00000581180.2	OTHER	0.000229	0.999771	
ENST00000581761.6	OTHER	0.000229	0.999771	
ENST00000585134.2	OTHER	0.000229	0.999771	
ENST00000585482.6	OTHER	0.090929	0.909071	
ENST00000585811.1	OTHER	0.194180	0.805820	
ENST00000585909.1	OTHER	0.013456	0.986544	
ENST00000586021.5	OTHER	0.000371	0.999629	
ENST00000586615.5	OTHER	0.018254	0.981746	
ENST00000586836.5	OTHER	0.000156	0.999844	
ENST00000587086.3	OTHER	0.000298	0.999702	
ENST00000587515.5	OTHER	0.000180	0.999820	
ENST00000587805.1	OTHER	0.004444	0.995556	
ENST00000588146.1	OTHER	0.002485	0.997515	
ENST00000588173.1	OTHER	0.000447	0.999553	
ENST00000588759.1	OTHER	0.002116	0.997884	
ENST00000588773.5	OTHER	0.022531	0.977469	
ENST00000589165.5	OTHER	0.001468	0.998532	
ENST00000589381.5	OTHER	0.002094	0.997906	
ENST00000590335.1	OTHER	0.006238	0.993762	
ENST00000590772.1	OTHER	0.000633	0.999367	
ENST00000591179.5	OTHER	0.001963	0.998037	
ENST00000591366.5	OTHER	0.000371	0.999629	
ENST00000591585.1	OTHER	0.000276	0.999724	
ENST00000591633.2	SP(Sec/SPI)	0.990533	0.009467	CS pos: 19-20. VVA-WR. Pr: 0.9160
ENST00000591779.5	OTHER	0.000467	0.999533	
ENST00000591844.5	OTHER	0.001311	0.998689	
ENST00000591858.5	OTHER	0.006372	0.993628	
ENST00000592083.5	OTHER	0.001468	0.998532	
ENST00000592160.5	OTHER	0.000371	0.999629	
ENST00000592811.5	OTHER	0.018254	0.981746	
ENST00000592947.5	OTHER	0.022531	0.977469	
ENST00000593500.1	OTHER	0.001307	0.998693	
ENST00000594064.5	OTHER	0.004159	0.995841	
ENST00000594384.5	OTHER	0.001931	0.998069	
ENST00000594658.5	OTHER	0.001547	0.998453	
ENST00000594991.5	OTHER	0.005097	0.994903	
ENST00000595068.5	OTHER	0.002118	0.997882	
ENST00000595490.1	OTHER	0.012025	0.987975	
ENST00000595962.6	OTHER	0.002364	0.997636	
ENST00000595967.1	OTHER	0.023092	0.976908	
ENST00000595981.5	OTHER	0.001039	0.998961	
ENST00000596085.1	OTHER	0.000841	0.999159	
ENST00000596159.1	OTHER	0.004021	0.995979	
ENST00000596677.5	OTHER	0.002404	0.997596	
ENST00000596825.5	OTHER	0.001931	0.998069	
ENST00000596929.5	OTHER	0.001039	0.998961	
ENST00000597183.5	OTHER	0.000488	0.999512	
ENST00000597240.5	OTHER	0.001039	0.998961	
ENST00000598016.5	OTHER	0.002364	0.997636	
ENST00000598585.1	SP(Sec/SPI)	0.991357	0.008643	CS pos: 25-26. SRA-RG. Pr: 0.4643
ENST00000599096.1	OTHER	0.004441	0.995559	
ENST00000599227.5	OTHER	0.001931	0.998069	
ENST00000599293.1	SP(Sec/SPI)	0.951424	0.048576	CS pos: 25-26. SRA-RG. Pr: 0.4397
ENST00000599385.5	OTHER	0.001307	0.998693	
ENST00000599389.1	SP(Sec/SPI)	0.973301	0.026699	CS pos: 34-35. TTA-QL. Pr: 0.9220
ENST00000599910.6	OTHER	0.002032	0.997968	
ENST00000600044.5	OTHER	0.000856	0.999144	
ENST00000601469.2	OTHER	0.000971	0.999029	
ENST00000601736.1	OTHER	0.007433	0.992567	
ENST00000601780.5	SP(Sec/SPI)	0.951424	0.048576	CS pos: 25-26. SRA-RG. Pr: 0.4397
ENST00000601916.1	OTHER	0.001666	0.998334	
ENST00000604030.7	OTHER	0.000635	0.999365	
ENST00000604957.1	OTHER	0.002326	0.997674	
ENST00000605925.3	OTHER	0.022531	0.977469	
ENST00000606731.2	OTHER	0.002147	0.997853	
ENST00000606895.2	SP(Sec/SPI)	0.961898	0.038102	CS pos: 20-21. GVS-DR. Pr: 0.4234
ENST00000608083.5	OTHER	0.000628	0.999372	
ENST00000608621.5	OTHER	0.000774	0.999226	
ENST00000608872.6	OTHER	0.000624	0.999376	
ENST00000609454.5	SP(Sec/SPI)	0.857834	0.142166	CS pos: 25-26. GWG-TR. Pr: 0.8184
ENST00000609748.1	OTHER	0.012388	0.987612	
ENST00000610402.5	OTHER	0.000433	0.999567	
ENST00000610420.4	OTHER	0.000676	0.999324	
ENST00000610556.4	OTHER	0.001440	0.998560	
ENST00000611091.5	OTHER	0.000953	0.999047	
ENST00000611180.5	OTHER	0.001018	0.998982	
ENST00000611278.4	OTHER	0.000386	0.999614	
ENST00000611640.4	OTHER	0.000829	0.999171	
ENST00000611712.4	OTHER	0.000438	0.999562	
ENST00000612133.4	OTHER	0.000355	0.999645	
ENST00000612503.1	SP(Sec/SPI)	0.834267	0.165733	CS pos: 32-33. AGA-RQ. Pr: 0.7786
ENST00000612753.5	OTHER	0.000505	0.999495	
ENST00000612871.4	SP(Sec/SPI)	0.998324	0.001676	CS pos: 23-24. SSA-SP. Pr: 0.7994
ENST00000612935.4	OTHER	0.003640	0.996360	
ENST00000613507.4	OTHER	0.001199	0.998801	
