# SignalP-5.0	Organism: Eukarya	Timestamp: 20260624191645
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
ENST00000529598.1	SP(Sec/SPI)	0.975434	0.024566	CS pos: 23-24. VQG-SL. Pr: 0.6999
ENST00000530135.5	SP(Sec/SPI)	0.963085	0.036915	CS pos: 25-26. PQC-TQ. Pr: 0.3242
ENST00000530481.5	OTHER	0.000834	0.999166	
ENST00000530763.5	SP(Sec/SPI)	0.634583	0.365417	CS pos: 44-45. VRA-QT. Pr: 0.5712
ENST00000530915.1	OTHER	0.000326	0.999674	
ENST00000531316.1	OTHER	0.000406	0.999594	
ENST00000531327.5	SP(Sec/SPI)	0.808010	0.191990	CS pos: 16-17. GVA-LK. Pr: 0.2028
ENST00000531387.5	OTHER	0.000863	0.999137	
ENST00000531833.1	OTHER	0.001068	0.998932	
ENST00000532309.5	OTHER	0.000501	0.999499	
ENST00000532643.5	OTHER	0.000523	0.999477	
ENST00000533357.5	SP(Sec/SPI)	0.995749	0.004251	CS pos: 29-30. AQA-IV. Pr: 0.9682
ENST00000534187.6	OTHER	0.001744	0.998256	
ENST00000534520.6	OTHER	0.001295	0.998705	
ENST00000534842.1	OTHER	0.003351	0.996649	
ENST00000535549.5	OTHER	0.001001	0.998999	
ENST00000535559.5	OTHER	0.002061	0.997939	
ENST00000535612.6	OTHER	0.000497	0.999503	
ENST00000535992.5	SP(Sec/SPI)	0.683803	0.316197	CS pos: 24-25. SCG-RS. Pr: 0.2719
ENST00000536531.5	OTHER	0.001489	0.998511	
ENST00000537097.2	OTHER	0.001307	0.998693	
ENST00000537263.5	OTHER	0.001193	0.998807	
ENST00000537664.5	OTHER	0.006438	0.993562	
ENST00000537898.5	OTHER	0.040262	0.959738	
ENST00000538142.5	OTHER	0.080240	0.919760	
ENST00000538170.6	OTHER	0.003479	0.996521	
ENST00000538274.6	OTHER	0.000917	0.999083	
ENST00000538310.1	SP(Sec/SPI)	0.683803	0.316197	CS pos: 24-25. SCG-RS. Pr: 0.2719
ENST00000538396.5	OTHER	0.000514	0.999486	
ENST00000538695.2	SP(Sec/SPI)	0.994816	0.005184	CS pos: 23-24. VGA-QN. Pr: 0.8421
ENST00000538884.1	OTHER	0.125123	0.874877	
ENST00000538924.7	OTHER	0.013113	0.986887	
ENST00000538981.1	OTHER	0.034275	0.965725	
ENST00000539239.5	SP(Sec/SPI)	0.683803	0.316197	CS pos: 24-25. SCG-RS. Pr: 0.2719
ENST00000540509.5	OTHER	0.000376	0.999624	
ENST00000540746.6	OTHER	0.000915	0.999085	
ENST00000541245.1	OTHER	0.001195	0.998805	
ENST00000541509.5	OTHER	0.001505	0.998495	
ENST00000541565.5	OTHER	0.040262	0.959738	
ENST00000542035.2	OTHER	0.002651	0.997349	
ENST00000542547.5	OTHER	0.000378	0.999622	
ENST00000542676.5	OTHER	0.000713	0.999287	
ENST00000542920.1	OTHER	0.000372	0.999628	
ENST00000543283.2	OTHER	0.001241	0.998759	
ENST00000544216.8	OTHER	0.000915	0.999085	
ENST00000545154.5	OTHER	0.002148	0.997852	
ENST00000545174.5	OTHER	0.000611	0.999389	
ENST00000545234.6	SP(Sec/SPI)	0.683803	0.316197	CS pos: 24-25. SCG-RS. Pr: 0.2719
ENST00000545322.5	OTHER	0.000662	0.999338	
ENST00000545552.5	OTHER	0.000713	0.999287	
ENST00000546191.5	OTHER	0.000611	0.999389	
ENST00000546344.5	OTHER	0.002960	0.997040	
ENST00000546371.1	OTHER	0.000740	0.999260	
ENST00000546374.5	OTHER	0.000317	0.999683	
ENST00000546632.1	OTHER	0.007226	0.992774	
ENST00000547002.5	OTHER	0.008423	0.991577	
ENST00000547423.5	SP(Sec/SPI)	0.998806	0.001194	CS pos: 20-21. AWA-RR. Pr: 0.9753
ENST00000547545.1	OTHER	0.035549	0.964451	
ENST00000547568.6	SP(Sec/SPI)	0.998844	0.001156	CS pos: 16-17. SWA-GP. Pr: 0.9625
ENST00000547844.1	OTHER	0.059311	0.940689	
ENST00000547937.5	SP(Sec/SPI)	0.998844	0.001156	CS pos: 16-17. SWA-GP. Pr: 0.9625
ENST00000548162.2	SP(Sec/SPI)	0.980475	0.019525	CS pos: 28-29. GSA-QS. Pr: 0.3729
ENST00000548232.1	OTHER	0.003353	0.996647	
ENST00000548360.1	SP(Sec/SPI)	0.998629	0.001371	CS pos: 20-21. AWA-RR. Pr: 0.9750
ENST00000548887.5	OTHER	0.012391	0.987609	
ENST00000549243.5	OTHER	0.061901	0.938099	
ENST00000549318.5	SP(Sec/SPI)	0.998628	0.001372	CS pos: 20-21. AWA-RR. Pr: 0.9750
ENST00000549513.5	SP(Sec/SPI)	0.998844	0.001156	CS pos: 16-17. SWA-GP. Pr: 0.9625
ENST00000549832.1	OTHER	0.032415	0.967585	
ENST00000550070.6	OTHER	0.012774	0.987226	
ENST00000550563.5	SP(Sec/SPI)	0.998844	0.001156	CS pos: 16-17. SWA-GP. Pr: 0.9625
ENST00000550763.1	OTHER	0.003353	0.996647	
ENST00000551301.1	OTHER	0.080974	0.919026	
ENST00000552145.5	SP(Sec/SPI)	0.998844	0.001156	CS pos: 16-17. SWA-GP. Pr: 0.9625
ENST00000552255.5	OTHER	0.010791	0.989209	
ENST00000552912.5	OTHER	0.000317	0.999683	
ENST00000552962.5	SP(Sec/SPI)	0.998844	0.001156	CS pos: 16-17. SWA-GP. Pr: 0.9625
ENST00000553200.1	OTHER	0.008101	0.991899	
ENST00000553310.6	OTHER	0.004840	0.995160	
ENST00000554034.5	SP(Sec/SPI)	0.727671	0.272329	CS pos: 19-20. CMG-RL. Pr: 0.2738
ENST00000554150.5	OTHER	0.056399	0.943601	
ENST00000554155.1	OTHER	0.056399	0.943601	
ENST00000554643.5	OTHER	0.056399	0.943601	
ENST00000555028.7	OTHER	0.000563	0.999437	
ENST00000555336.6	OTHER	0.000861	0.999139	
ENST00000556585.3	OTHER	0.002427	0.997573	
ENST00000556650.5	OTHER	0.056399	0.943601	
ENST00000558008.3	OTHER	0.000733	0.999267	
ENST00000558466.5	OTHER	0.000902	0.999098	
ENST00000558767.6	OTHER	0.000918	0.999082	
ENST00000558906.5	OTHER	0.001213	0.998787	
ENST00000558937.1	OTHER	0.002748	0.997252	
ENST00000558961.1	OTHER	0.000420	0.999580	
ENST00000558984.1	SP(Sec/SPI)	0.984784	0.015216	CS pos: 24-25. SHA-SL. Pr: 0.8540
ENST00000559087.5	SP(Sec/SPI)	0.984784	0.015216	CS pos: 24-25. SHA-SL. Pr: 0.8540
ENST00000559404.5	OTHER	0.001713	0.998287	
ENST00000559501.1	OTHER	0.002691	0.997309	
ENST00000559519.5	OTHER	0.001248	0.998752	
ENST00000559607.1	OTHER	0.001338	0.998662	
ENST00000559651.1	OTHER	0.001713	0.998287	
ENST00000559726.5	OTHER	0.001213	0.998787	
ENST00000559829.5	OTHER	0.001213	0.998787	
ENST00000559931.5	OTHER	0.003189	0.996811	
ENST00000560079.7	OTHER	0.001338	0.998662	
ENST00000560448.5	OTHER	0.004145	0.995855	
ENST00000560748.5	OTHER	0.001713	0.998287	
ENST00000561013.3	OTHER	0.001167	0.998833	
ENST00000561421.6	OTHER	0.000918	0.999082	
ENST00000561710.1	OTHER	0.003154	0.996846	
ENST00000562188.7	OTHER	0.000676	0.999324	
ENST00000562220.2	SP(Sec/SPI)	0.954788	0.045212	CS pos: 27-28. VGS-GQ. Pr: 0.5344
ENST00000562373.1	OTHER	0.000837	0.999163	
ENST00000562520.1	OTHER	0.000727	0.999273	
ENST00000562698.5	OTHER	0.000964	0.999036	
ENST00000562871.5	OTHER	0.000727	0.999273	
ENST00000562909.1	OTHER	0.002250	0.997750	
ENST00000563069.5	OTHER	0.000964	0.999036	
ENST00000563119.5	OTHER	0.000964	0.999036	
ENST00000563137.7	OTHER	0.000532	0.999468	
ENST00000563405.1	OTHER	0.000474	0.999526	
ENST00000563551.1	OTHER	0.002328	0.997672	
ENST00000563599.5	OTHER	0.012687	0.987313	
ENST00000564082.1	OTHER	0.002651	0.997349	
ENST00000564536.2	OTHER	0.029565	0.970435	
ENST00000564627.2	OTHER	0.001168	0.998832	
ENST00000564887.5	OTHER	0.000782	0.999218	
ENST00000565253.1	OTHER	0.001231	0.998769	
ENST00000565726.3	OTHER	0.001252	0.998748	
ENST00000566194.5	OTHER	0.000964	0.999036	
ENST00000567169.5	OTHER	0.002061	0.997939	
ENST00000567328.6	OTHER	0.000917	0.999083	
ENST00000567719.2	OTHER	0.002536	0.997464	
ENST00000568077.5	OTHER	0.001672	0.998328	
ENST00000568364.6	OTHER	0.001343	0.998657	
ENST00000568656.5	OTHER	0.000422	0.999578	
ENST00000568830.1	OTHER	0.001937	0.998063	
ENST00000569524.5	OTHER	0.000964	0.999036	
ENST00000569842.5	OTHER	0.000422	0.999578	
ENST00000569863.5	OTHER	0.000782	0.999218	
ENST00000569961.5	OTHER	0.003282	0.996718	
ENST00000570143.5	OTHER	0.000964	0.999036	
ENST00000570353.5	SP(Sec/SPI)	0.996049	0.003951	CS pos: 29-30. GWA-LR. Pr: 0.9602
ENST00000571360.5	SP(Sec/SPI)	0.997591	0.002409	CS pos: 19-20. SSC-QN. Pr: 0.7656
ENST00000572048.1	OTHER	0.003987	0.996013	
ENST00000572262.5	OTHER	0.000886	0.999114	
ENST00000572647.5	OTHER	0.001163	0.998837	
ENST00000573078.5	OTHER	0.000930	0.999070	
ENST00000573478.5	OTHER	0.000390	0.999610	
ENST00000573759.1	OTHER	0.000953	0.999047	
ENST00000573763.1	OTHER	0.004084	0.995916	
ENST00000574099.1	OTHER	0.001100	0.998900	
ENST00000574539.5	OTHER	0.000886	0.999114	
ENST00000574575.2	OTHER	0.001302	0.998698	
ENST00000574902.5	OTHER	0.001118	0.998882	
ENST00000575061.2	OTHER	0.001793	0.998207	
ENST00000575314.5	OTHER	0.000886	0.999114	
ENST00000575729.5	OTHER	0.000886	0.999114	
ENST00000576416.5	OTHER	0.001118	0.998882	
ENST00000576431.5	OTHER	0.000514	0.999486	
ENST00000576570.5	OTHER	0.014603	0.985397	
ENST00000576830.5	OTHER	0.003692	0.996308	
ENST00000576863.1	OTHER	0.001118	0.998882	
ENST00000576988.1	OTHER	0.000953	0.999047	
ENST00000577495.5	OTHER	0.043724	0.956276	
ENST00000577511.1	OTHER	0.002638	0.997362	
ENST00000578328.6	OTHER	0.000694	0.999306	
ENST00000579590.5	OTHER	0.003368	0.996632	
ENST00000579827.6	OTHER	0.000694	0.999306	
ENST00000580127.6	OTHER	0.000229	0.999771	
ENST00000580212.6	OTHER	0.001827	0.998173	
ENST00000580445.5	OTHER	0.048076	0.951924	
ENST00000581180.2	OTHER	0.000229	0.999771	
ENST00000581202.5	OTHER	0.001936	0.998064	
ENST00000581761.6	OTHER	0.000229	0.999771	
ENST00000581977.7	OTHER	0.000694	0.999306	
ENST00000582585.1	OTHER	0.003849	0.996151	
ENST00000582593.1	OTHER	0.030879	0.969121	
ENST00000582907.5	OTHER	0.001936	0.998064	
ENST00000584602.1	OTHER	0.000801	0.999199	
ENST00000585134.2	OTHER	0.000229	0.999771	
ENST00000585811.1	OTHER	0.194180	0.805820	
ENST00000585909.1	OTHER	0.013456	0.986544	
ENST00000586157.2	OTHER	0.001020	0.998980	
ENST00000586672.5	OTHER	0.001186	0.998814	
ENST00000586722.5	OTHER	0.000480	0.999520	
ENST00000586836.5	OTHER	0.000156	0.999844	
ENST00000586916.6	OTHER	0.001844	0.998156	
ENST00000587262.1	OTHER	0.002249	0.997751	
ENST00000587515.5	OTHER	0.000180	0.999820	
ENST00000587805.1	OTHER	0.004444	0.995556	
ENST00000588146.1	OTHER	0.002485	0.997515	
ENST00000588176.5	OTHER	0.000930	0.999070	
ENST00000588600.1	OTHER	0.002436	0.997564	
ENST00000588759.1	OTHER	0.002116	0.997884	
ENST00000588773.5	OTHER	0.022531	0.977469	
ENST00000589165.5	OTHER	0.001468	0.998532	
ENST00000589180.5	OTHER	0.000336	0.999664	
ENST00000589326.5	OTHER	0.001812	0.998188	
ENST00000589381.5	OTHER	0.002094	0.997906	
ENST00000590370.5	OTHER	0.000617	0.999383	
ENST00000590477.5	OTHER	0.003323	0.996677	
ENST00000590958.5	OTHER	0.013456	0.986544	
ENST00000591179.5	OTHER	0.001963	0.998037	
ENST00000591585.1	OTHER	0.000276	0.999724	
ENST00000591734.5	OTHER	0.000353	0.999647	
ENST00000591779.5	OTHER	0.000467	0.999533	
ENST00000591811.1	OTHER	0.005802	0.994198	
ENST00000591844.5	OTHER	0.001311	0.998689	
ENST00000592033.5	OTHER	0.005802	0.994198	
ENST00000592083.5	OTHER	0.001468	0.998532	
ENST00000592160.5	OTHER	0.000371	0.999629	
ENST00000592789.5	SP(Sec/SPI)	0.766729	0.233271	CS pos: 32-33. SQA-AL. Pr: 0.7344
ENST00000592947.5	OTHER	0.022531	0.977469	
ENST00000593500.1	OTHER	0.001307	0.998693	
ENST00000594064.5	OTHER	0.004159	0.995841	
ENST00000594180.1	SP(Sec/SPI)	0.544518	0.455482	CS pos: 20-21. VIT-HR. Pr: 0.2079
ENST00000594384.5	OTHER	0.001931	0.998069	
ENST00000594658.5	OTHER	0.001547	0.998453	
ENST00000595068.5	OTHER	0.002118	0.997882	
ENST00000595142.5	OTHER	0.002632	0.997368	
ENST00000595213.1	OTHER	0.003775	0.996225	
ENST00000595533.1	OTHER	0.001037	0.998963	
ENST00000595763.1	OTHER	0.030946	0.969054	
ENST00000595962.6	OTHER	0.002364	0.997636	
ENST00000595981.5	OTHER	0.001039	0.998961	
ENST00000596677.5	OTHER	0.002404	0.997596	
ENST00000596929.5	OTHER	0.001039	0.998961	
ENST00000597240.5	OTHER	0.001039	0.998961	
ENST00000598016.5	OTHER	0.002364	0.997636	
ENST00000598585.1	SP(Sec/SPI)	0.991357	0.008643	CS pos: 25-26. SRA-RG. Pr: 0.4643
ENST00000599227.5	OTHER	0.001931	0.998069	
ENST00000599293.1	SP(Sec/SPI)	0.951424	0.048576	CS pos: 25-26. SRA-RG. Pr: 0.4397
ENST00000599385.5	OTHER	0.001307	0.998693	
ENST00000599389.1	SP(Sec/SPI)	0.973301	0.026699	CS pos: 34-35. TTA-QL. Pr: 0.9220
ENST00000599743.5	OTHER	0.001248	0.998752	
ENST00000600044.5	OTHER	0.000856	0.999144	
ENST00000601104.1	OTHER	0.001488	0.998512	
ENST00000601623.5	OTHER	0.002906	0.997094	
ENST00000601724.5	OTHER	0.002632	0.997368	
ENST00000601780.5	SP(Sec/SPI)	0.951424	0.048576	CS pos: 25-26. SRA-RG. Pr: 0.4397
ENST00000601916.1	OTHER	0.001666	0.998334	
ENST00000602117.1	OTHER	0.002632	0.997368	
ENST00000602122.5	SP(Sec/SPI)	0.812315	0.187685	CS pos: 41-42. ARA-IQ. Pr: 0.7356
ENST00000602624.7	SP(Sec/SPI)	0.936526	0.063474	CS pos: 25-26. VCA-SG. Pr: 0.4922
ENST00000604030.7	OTHER	0.000635	0.999365	
ENST00000604957.1	OTHER	0.002326	0.997674	
ENST00000605618.6	SP(Sec/SPI)	0.812315	0.187685	CS pos: 41-42. ARA-IQ. Pr: 0.7356
ENST00000606162.6	OTHER	0.037382	0.962618	
ENST00000608083.5	OTHER	0.000628	0.999372	
ENST00000608872.6	OTHER	0.000624	0.999376	
ENST00000609454.5	SP(Sec/SPI)	0.857834	0.142166	CS pos: 25-26. GWG-TR. Pr: 0.8184
ENST00000610402.5	OTHER	0.000433	0.999567	
ENST00000610420.4	OTHER	0.000676	0.999324	
ENST00000610543.4	SP(Sec/SPI)	0.938031	0.061969	CS pos: 22-23. VYA-QR. Pr: 0.7616
ENST00000610556.4	OTHER	0.001440	0.998560	
ENST00000610745.5	OTHER	0.065114	0.934886	
ENST00000611091.5	OTHER	0.000953	0.999047	
ENST00000611590.2	OTHER	0.002639	0.997361	
ENST00000611712.4	OTHER	0.000438	0.999562	
ENST00000611854.4	OTHER	0.000510	0.999490	
ENST00000612133.4	OTHER	0.000355	0.999645	
ENST00000612753.5	OTHER	0.000505	0.999495	
ENST00000612809.4	OTHER	0.000510	0.999490	
ENST00000613478.2	OTHER	0.003813	0.996187	
ENST00000614386.1	OTHER	0.001767	0.998233	
ENST00000614462.4	OTHER	0.000662	0.999338	
ENST00000614472.5	OTHER	0.000730	0.999270	
ENST00000614526.2	OTHER	0.001513	0.998487	
ENST00000614574.4	OTHER	0.005012	0.994988	
ENST00000614600.4	OTHER	0.000433	0.999567	
ENST00000614890.4	OTHER	0.001937	0.998063	
ENST00000616058.4	OTHER	0.000766	0.999234	
ENST00000616738.4	SP(Sec/SPI)	0.579042	0.420958	CS pos: 21-22. ITA-FN. Pr: 0.3906
ENST00000617670.6	OTHER	0.163130	0.836870	
ENST00000617695.5	SP(Sec/SPI)	0.995357	0.004643	CS pos: 22-23. VQA-QR. Pr: 0.9433
ENST00000618236.2	OTHER	0.220050	0.779950	
ENST00000618336.4	OTHER	0.000341	0.999659	
ENST00000618372.4	SP(Sec/SPI)	0.766729	0.233271	CS pos: 32-33. SQA-AL. Pr: 0.7344
ENST00000618385.1	OTHER	0.011969	0.988031	
ENST00000619447.4	OTHER	0.000930	0.999070	
ENST00000619527.4	SP(Sec/SPI)	0.634583	0.365417	CS pos: 44-45. VRA-QT. Pr: 0.5712
ENST00000619594.5	OTHER	0.000510	0.999490	
ENST00000619799.4	SP(Sec/SPI)	0.766729	0.233271	CS pos: 32-33. SQA-AL. Pr: 0.7344
ENST00000620260.6	OTHER	0.000310	0.999690	
ENST00000620350.5	OTHER	0.000402	0.999598	
ENST00000620739.4	OTHER	0.001442	0.998558	
ENST00000621525.4	OTHER	0.001405	0.998595	
ENST00000621536.4	OTHER	0.000930	0.999070	
ENST00000621812.2	OTHER	0.085215	0.914785	
ENST00000621914.4	OTHER	0.000433	0.999567	
ENST00000622237.4	SP(Sec/SPI)	0.744539	0.255461	CS pos: 32-33. SQA-AL. Pr: 0.7121
ENST00000622878.4	OTHER	0.001391	0.998609	
ENST00000624277.3	OTHER	0.004317	0.995683	
ENST00000624426.1	SP(Sec/SPI)	0.767358	0.232642	CS pos: 22-23. AIA-CL. Pr: 0.2117
ENST00000625626.1	OTHER	0.000744	0.999256	
ENST00000625860.2	OTHER	0.013294	0.986706	
ENST00000626909.2	OTHER	0.001169	0.998831	
ENST00000627534.2	OTHER	0.000099	0.999901	
ENST00000627783.2	OTHER	0.001477	0.998523	
ENST00000628542.2	OTHER	0.000834	0.999166	
ENST00000630130.2	SP(Sec/SPI)	0.999329	0.000671	CS pos: 18-19. CVA-ED. Pr: 0.9464
ENST00000631057.2	SP(Sec/SPI)	0.998697	0.001303	CS pos: 24-25. GQA-QP. Pr: 0.9880
ENST00000632445.1	OTHER	0.007365	0.992635	
ENST00000634371.1	OTHER	0.002307	0.997693	
ENST00000634560.1	OTHER	0.000522	0.999478	
ENST00000634956.1	OTHER	0.000522	0.999478	
ENST00000635082.1	OTHER	0.000284	0.999716	
ENST00000635099.1	OTHER	0.000284	0.999716	
ENST00000635123.1	OTHER	0.001406	0.998594	
ENST00000635253.2	OTHER	0.001406	0.998594	
ENST00000635464.1	OTHER	0.003318	0.996682	
ENST00000636244.1	OTHER	0.030487	0.969513	
ENST00000636882.1	OTHER	0.000719	0.999281	
ENST00000637036.1	OTHER	0.054043	0.945957	
ENST00000637174.1	OTHER	0.013061	0.986939	
ENST00000637195.1	OTHER	0.000099	0.999901	
ENST00000637255.1	OTHER	0.001149	0.998851	
ENST00000637395.1	OTHER	0.017191	0.982809	
ENST00000637508.1	OTHER	0.000811	0.999189	
ENST00000638797.2	OTHER	0.004317	0.995683	
ENST00000638948.1	OTHER	0.006465	0.993535	
ENST00000639561.1	OTHER	0.001118	0.998882	
ENST00000639739.2	SP(Sec/SPI)	0.993010	0.006990	CS pos: 21-22. VHC-AP. Pr: 0.7012
ENST00000640370.1	OTHER	0.029565	0.970435	
ENST00000642195.1	OTHER	0.000968	0.999032	
ENST00000642633.1	OTHER	0.006697	0.993303	
ENST00000643799.1	OTHER	0.000968	0.999032	
ENST00000643932.2	OTHER	0.000693	0.999307	
ENST00000644971.2	SP(Sec/SPI)	0.990676	0.009324	CS pos: 23-24. ARA-GP. Pr: 0.9415
ENST00000645141.1	OTHER	0.000968	0.999032	
ENST00000646025.1	OTHER	0.000991	0.999009	
ENST00000646045.2	OTHER	0.001620	0.998380	
ENST00000647633.1	SP(Sec/SPI)	0.990676	0.009324	CS pos: 23-24. ARA-GP. Pr: 0.9415
ENST00000647861.1	SP(Sec/SPI)	0.991599	0.008401	CS pos: 27-28. VGA-LT. Pr: 0.8198
ENST00000647928.1	OTHER	0.000625	0.999375	
ENST00000648057.3	OTHER	0.003065	0.996935	
ENST00000648095.1	OTHER	0.002638	0.997362	
ENST00000648262.1	OTHER	0.001046	0.998954	
ENST00000648451.1	OTHER	0.001000	0.999000	
ENST00000648661.1	OTHER	0.002304	0.997696	
ENST00000649248.1	OTHER	0.005253	0.994747	
ENST00000649792.2	SP(Sec/SPI)	0.978303	0.021697	CS pos: 31-32. AGA-VP. Pr: 0.4644
ENST00000650015.1	OTHER	0.009760	0.990240	
ENST00000650409.1	OTHER	0.013061	0.986939	
ENST00000650623.2	OTHER	0.001046	0.998954	
ENST00000650808.1	OTHER	0.014051	0.985949	
ENST00000651564.2	SP(Sec/SPI)	0.998573	0.001427	CS pos: 25-26. VRA-AQ. Pr: 0.9517
ENST00000651571.1	OTHER	0.001101	0.998899	
ENST00000652201.1	OTHER	0.001931	0.998069	
ENST00000652233.1	OTHER	0.001346	0.998654	
ENST00000652513.2	SP(Sec/SPI)	0.768211	0.231789	CS pos: 22-23. VLS-AA. Pr: 0.2416
ENST00000652542.1	OTHER	0.001307	0.998693	
ENST00000653217.1	OTHER	0.044003	0.955997	
ENST00000659993.1	SP(Sec/SPI)	0.995668	0.004332	CS pos: 32-33. AAA-AA. Pr: 0.4632
ENST00000661457.1	SP(Sec/SPI)	0.995668	0.004332	CS pos: 32-33. AAA-AA. Pr: 0.4632
ENST00000662078.1	OTHER	0.000687	0.999313	
ENST00000662603.1	OTHER	0.000438	0.999562	
ENST00000662884.1	OTHER	0.001805	0.998195	
ENST00000664640.1	OTHER	0.000438	0.999562	
ENST00000668808.1	OTHER	0.000687	0.999313	
ENST00000671923.1	OTHER	0.000438	0.999562	
ENST00000672093.1	OTHER	0.000438	0.999562	
ENST00000672280.1	OTHER	0.000239	0.999761	
ENST00000672625.1	OTHER	0.001455	0.998545	
ENST00000673591.1	OTHER	0.001480	0.998520	
ENST00000673682.1	OTHER	0.002581	0.997419	
ENST00000673724.1	OTHER	0.001376	0.998624	
ENST00000673737.2	SP(Sec/SPI)	0.957376	0.042624	CS pos: 29-30. IWL-QP. Pr: 0.7447
ENST00000673881.1	OTHER	0.001978	0.998022	
ENST00000673935.2	SP(Sec/SPI)	0.957376	0.042624	CS pos: 29-30. IWL-QP. Pr: 0.7447
ENST00000674213.1	OTHER	0.001213	0.998787	
ENST00000674773.1	OTHER	0.001978	0.998022	
ENST00000675667.1	OTHER	0.000386	0.999614	
ENST00000676434.1	OTHER	0.000386	0.999614	
ENST00000676716.1	SP(Sec/SPI)	0.783747	0.216253	CS pos: 15-16. SFA-LY. Pr: 0.5475
ENST00000676824.1	SP(Sec/SPI)	0.716143	0.283857	CS pos: 15-16. SFA-LY. Pr: 0.5036
ENST00000676846.1	SP(Sec/SPI)	0.984320	0.015680	CS pos: 31-32. AHG-SE. Pr: 0.9066
ENST00000676970.1	SP(Sec/SPI)	0.716143	0.283857	CS pos: 15-16. SFA-LY. Pr: 0.5036
ENST00000677260.1	SP(Sec/SPI)	0.984320	0.015680	CS pos: 31-32. AHG-SE. Pr: 0.9066
ENST00000677288.1	OTHER	0.001968	0.998032	
ENST00000677389.1	OTHER	0.000386	0.999614	
ENST00000677546.1	OTHER	0.000229	0.999771	
ENST00000677605.1	OTHER	0.000506	0.999494	
ENST00000677781.1	SP(Sec/SPI)	0.984320	0.015680	CS pos: 31-32. AHG-SE. Pr: 0.9066
ENST00000677891.1	OTHER	0.000561	0.999439	
ENST00000678429.1	OTHER	0.000506	0.999494	
ENST00000678568.1	OTHER	0.000262	0.999738	
ENST00000678636.1	OTHER	0.015667	0.984333	
ENST00000678696.1	OTHER	0.000965	0.999035	
ENST00000678720.1	OTHER	0.000282	0.999718	
ENST00000678751.1	OTHER	0.008512	0.991488	
ENST00000678856.1	OTHER	0.000282	0.999718	
ENST00000678978.1	OTHER	0.001642	0.998358	
ENST00000679260.1	SP(Sec/SPI)	0.716143	0.283857	CS pos: 15-16. SFA-LY. Pr: 0.5036
ENST00000679419.1	OTHER	0.001628	0.998372	
ENST00000679511.1	OTHER	0.000759	0.999241	
ENST00000679751.1	OTHER	0.001095	0.998905	
ENST00000679764.1	OTHER	0.009018	0.990982	
ENST00000679847.1	OTHER	0.000759	0.999241	
ENST00000680062.1	OTHER	0.000799	0.999201	
ENST00000680821.2	OTHER	0.001813	0.998187	
ENST00000680960.1	OTHER	0.001763	0.998237	
ENST00000681192.1	OTHER	0.000799	0.999201	
ENST00000681213.1	OTHER	0.001628	0.998372	
ENST00000681443.1	OTHER	0.000764	0.999236	
ENST00000681511.1	OTHER	0.009018	0.990982	
ENST00000681672.1	OTHER	0.001763	0.998237	
ENST00000682136.1	OTHER	0.008203	0.991797	
ENST00000682200.1	SP(Sec/SPI)	0.957376	0.042624	CS pos: 29-30. IWL-QP. Pr: 0.7447
ENST00000682888.1	OTHER	0.000635	0.999365	
ENST00000683018.1	OTHER	0.001701	0.998299	
ENST00000683032.1	OTHER	0.000386	0.999614	
ENST00000683068.1	OTHER	0.002183	0.997817	
ENST00000683162.1	OTHER	0.000635	0.999365	
ENST00000683393.1	OTHER	0.127290	0.872710	
ENST00000683424.1	OTHER	0.000267	0.999733	
ENST00000683603.1	SP(Sec/SPI)	0.957376	0.042624	CS pos: 29-30. IWL-QP. Pr: 0.7447
ENST00000683607.1	OTHER	0.002199	0.997801	
ENST00000683760.1	OTHER	0.002337	0.997663	
ENST00000683819.1	OTHER	0.001993	0.998007	
ENST00000683843.1	OTHER	0.000267	0.999733	
ENST00000684001.1	OTHER	0.000624	0.999376	
ENST00000684047.1	OTHER	0.000624	0.999376	
ENST00000684143.1	OTHER	0.003092	0.996908	
ENST00000684181.1	SP(Sec/SPI)	0.957376	0.042624	CS pos: 29-30. IWL-QP. Pr: 0.7447
ENST00000684358.1	OTHER	0.007413	0.992587	
ENST00000684405.1	OTHER	0.001011	0.998989	
ENST00000684493.1	SP(Sec/SPI)	0.957376	0.042624	CS pos: 29-30. IWL-QP. Pr: 0.7447
ENST00000684629.1	SP(Sec/SPI)	0.957376	0.042624	CS pos: 29-30. IWL-QP. Pr: 0.7447
ENST00000684659.1	SP(Sec/SPI)	0.957376	0.042624	CS pos: 29-30. IWL-QP. Pr: 0.7447
ENST00000684764.1	OTHER	0.001489	0.998511	
ENST00000685312.1	OTHER	0.000819	0.999181	
ENST00000685367.1	OTHER	0.000196	0.999804	
ENST00000686204.1	OTHER	0.000438	0.999562	
ENST00000686697.1	OTHER	0.000428	0.999572	
ENST00000686913.1	OTHER	0.000438	0.999562	
ENST00000686926.1	OTHER	0.000438	0.999562	
ENST00000687164.1	OTHER	0.000438	0.999562	
ENST00000687219.1	OTHER	0.000428	0.999572	
ENST00000687789.1	OTHER	0.001039	0.998961	
ENST00000688396.1	OTHER	0.000438	0.999562	
ENST00000688455.1	OTHER	0.000438	0.999562	
ENST00000688799.1	OTHER	0.001300	0.998700	
ENST00000689310.1	SP(Sec/SPI)	0.998975	0.001025	CS pos: 24-25. GQA-QP. Pr: 0.9881
ENST00000689334.1	OTHER	0.000196	0.999804	
